time,temperature_2m_max,temperature_2m_min,precipitation_sum,date,city,latitude,longitude,month
2022-12-07,18.7,11.3,1.0,2022-12-07,Algiers,36.75,3.06,12
2022-12-08,23.2,9.1,0.0,2022-12-08,Algiers,36.75,3.06,12
2022-12-09,24.5,14.9,0.4,2022-12-09,Algiers,36.75,3.06,12
2022-12-10,18.3,13.4,2.6,2022-12-10,Algiers,36.75,3.06,12
2022-12-11,18.9,13.1,3.9,2022-12-11,Algiers,36.75,3.06,12
2022-12-12,22.0,15.4,1.3,2022-12-12,Algiers,36.75,3.06,12
2022-12-13,25.1,19.9,0.0,2022-12-13,Algiers,36.75,3.06,12
2022-12-14,24.3,16.2,7.8,2022-12-14,Algiers,36.75,3.06,12
2022-12-15,22.9,15.7,0.4,2022-12-15,Algiers,36.75,3.06,12
2022-12-16,18.5,11.8,0.0,2022-12-16,Algiers,36.75,3.06,12
2022-12-17,19.3,10.7,3.1,2022-12-17,Algiers,36.75,3.06,12
2022-12-18,18.2,10.4,0.0,2022-12-18,Algiers,36.75,3.06,12
2022-12-19,21.3,8.4,0.0,2022-12-19,Algiers,36.75,3.06,12
2022-12-20,20.4,9.3,0.0,2022-12-20,Algiers,36.75,3.06,12
2022-12-21,19.7,9.0,0.9,2022-12-21,Algiers,36.75,3.06,12
2022-12-22,19.2,12.1,0.0,2022-12-22,Algiers,36.75,3.06,12
2022-12-23,21.5,10.6,0.0,2022-12-23,Algiers,36.75,3.06,12
2022-12-24,24.3,10.7,0.0,2022-12-24,Algiers,36.75,3.06,12
2022-12-25,24.0,10.5,0.0,2022-12-25,Algiers,36.75,3.06,12
2022-12-26,24.2,11.1,0.0,2022-12-26,Algiers,36.75,3.06,12
2022-12-27,21.4,8.3,0.0,2022-12-27,Algiers,36.75,3.06,12
2022-12-28,23.0,7.8,0.0,2022-12-28,Algiers,36.75,3.06,12
2022-12-29,19.2,8.6,0.0,2022-12-29,Algiers,36.75,3.06,12
2022-12-30,20.8,9.2,0.0,2022-12-30,Algiers,36.75,3.06,12
2022-12-31,22.1,9.6,0.0,2022-12-31,Algiers,36.75,3.06,12
2023-01-01,22.2,10.3,0.0,2023-01-01,Algiers,36.75,3.06,1
2023-01-02,21.4,10.8,0.0,2023-01-02,Algiers,36.75,3.06,1
2023-01-03,18.5,7.4,0.0,2023-01-03,Algiers,36.75,3.06,1
2023-01-04,17.1,8.2,0.7,2023-01-04,Algiers,36.75,3.06,1
2023-01-05,15.7,8.2,0.3,2023-01-05,Algiers,36.75,3.06,1
2023-01-06,17.9,5.5,0.0,2023-01-06,Algiers,36.75,3.06,1
2023-01-07,17.6,4.7,0.0,2023-01-07,Algiers,36.75,3.06,1
2023-01-08,20.9,5.3,0.0,2023-01-08,Algiers,36.75,3.06,1
2023-01-09,21.5,15.5,2.8,2023-01-09,Algiers,36.75,3.06,1
2023-01-10,19.2,10.9,2.8,2023-01-10,Algiers,36.75,3.06,1
2023-01-11,19.6,9.1,0.2,2023-01-11,Algiers,36.75,3.06,1
2023-01-12,17.1,11.0,2.4,2023-01-12,Algiers,36.75,3.06,1
2023-01-13,17.2,7.8,0.2,2023-01-13,Algiers,36.75,3.06,1
2023-01-14,17.6,8.9,0.0,2023-01-14,Algiers,36.75,3.06,1
2023-01-15,19.7,5.4,0.0,2023-01-15,Algiers,36.75,3.06,1
2023-01-16,18.7,11.5,0.8,2023-01-16,Algiers,36.75,3.06,1
2023-01-17,19.1,12.7,0.7,2023-01-17,Algiers,36.75,3.06,1
2023-01-18,13.3,5.3,18.9,2023-01-18,Algiers,36.75,3.06,1
2023-01-19,13.0,4.8,12.6,2023-01-19,Algiers,36.75,3.06,1
2023-01-20,13.2,7.7,3.2,2023-01-20,Algiers,36.75,3.06,1
2023-01-21,12.6,5.2,4.3,2023-01-21,Algiers,36.75,3.06,1
2023-01-22,8.8,4.7,7.4,2023-01-22,Algiers,36.75,3.06,1
2023-01-23,9.7,3.3,7.4,2023-01-23,Algiers,36.75,3.06,1
2023-01-24,10.0,2.5,2.4,2023-01-24,Algiers,36.75,3.06,1
2023-01-25,11.0,6.4,10.3,2023-01-25,Algiers,36.75,3.06,1
2023-01-26,10.5,4.7,8.5,2023-01-26,Algiers,36.75,3.06,1
2023-01-27,10.2,5.5,4.9,2023-01-27,Algiers,36.75,3.06,1
2023-01-28,10.5,4.7,9.9,2023-01-28,Algiers,36.75,3.06,1
2023-01-29,9.6,5.5,7.1,2023-01-29,Algiers,36.75,3.06,1
2023-01-30,12.4,5.5,0.8,2023-01-30,Algiers,36.75,3.06,1
2023-01-31,14.1,3.5,0.0,2023-01-31,Algiers,36.75,3.06,1
2023-02-01,14.0,3.1,0.0,2023-02-01,Algiers,36.75,3.06,2
2023-02-02,14.2,2.9,0.0,2023-02-02,Algiers,36.75,3.06,2
2023-02-03,13.4,8.0,3.7,2023-02-03,Algiers,36.75,3.06,2
2023-02-04,15.4,7.9,0.2,2023-02-04,Algiers,36.75,3.06,2
2023-02-05,15.1,7.1,0.3,2023-02-05,Algiers,36.75,3.06,2
2023-02-06,13.6,9.2,5.3,2023-02-06,Algiers,36.75,3.06,2
2023-02-07,14.9,5.9,0.0,2023-02-07,Algiers,36.75,3.06,2
2023-02-08,14.8,6.0,2.2,2023-02-08,Algiers,36.75,3.06,2
2023-02-09,11.7,6.9,10.7,2023-02-09,Algiers,36.75,3.06,2
2023-02-10,11.7,6.0,2.4,2023-02-10,Algiers,36.75,3.06,2
2023-02-11,13.2,2.7,0.0,2023-02-11,Algiers,36.75,3.06,2
2023-02-12,14.9,4.4,0.0,2023-02-12,Algiers,36.75,3.06,2
2023-02-13,14.6,5.5,0.0,2023-02-13,Algiers,36.75,3.06,2
2023-02-14,17.7,4.5,0.0,2023-02-14,Algiers,36.75,3.06,2
2023-02-15,17.0,8.3,0.0,2023-02-15,Algiers,36.75,3.06,2
2023-02-16,18.3,7.3,0.0,2023-02-16,Algiers,36.75,3.06,2
2023-02-17,16.4,8.3,0.0,2023-02-17,Algiers,36.75,3.06,2
2023-02-18,17.8,7.3,0.0,2023-02-18,Algiers,36.75,3.06,2
2023-02-19,19.6,7.2,0.0,2023-02-19,Algiers,36.75,3.06,2
2023-02-20,19.5,8.5,0.0,2023-02-20,Algiers,36.75,3.06,2
2023-02-21,22.8,8.6,0.0,2023-02-21,Algiers,36.75,3.06,2
2023-02-22,19.3,8.4,0.0,2023-02-22,Algiers,36.75,3.06,2
2023-02-23,18.2,9.7,0.0,2023-02-23,Algiers,36.75,3.06,2
2023-02-24,17.1,11.1,3.5,2023-02-24,Algiers,36.75,3.06,2
2023-02-25,14.7,8.1,8.8,2023-02-25,Algiers,36.75,3.06,2
2023-02-26,13.2,7.6,0.6,2023-02-26,Algiers,36.75,3.06,2
2023-02-27,12.8,6.6,0.5,2023-02-27,Algiers,36.75,3.06,2
2023-02-28,11.1,5.7,4.3,2023-02-28,Algiers,36.75,3.06,2
2023-03-01,12.8,5.7,14.5,2023-03-01,Algiers,36.75,3.06,3
2023-03-02,12.2,5.3,10.9,2023-03-02,Algiers,36.75,3.06,3
2023-03-03,13.5,6.9,4.4,2023-03-03,Algiers,36.75,3.06,3
2023-03-04,14.0,5.5,1.1,2023-03-04,Algiers,36.75,3.06,3
2023-03-05,16.6,3.4,0.0,2023-03-05,Algiers,36.75,3.06,3
2023-03-06,16.4,8.8,0.4,2023-03-06,Algiers,36.75,3.06,3
2023-03-07,19.9,8.0,0.1,2023-03-07,Algiers,36.75,3.06,3
2023-03-08,22.1,12.0,0.0,2023-03-08,Algiers,36.75,3.06,3
2023-03-09,23.5,12.2,0.0,2023-03-09,Algiers,36.75,3.06,3
2023-03-10,20.5,13.1,0.0,2023-03-10,Algiers,36.75,3.06,3
2023-03-11,21.9,12.7,0.0,2023-03-11,Algiers,36.75,3.06,3
2023-03-12,21.7,13.2,0.0,2023-03-12,Algiers,36.75,3.06,3
2023-03-13,25.7,11.9,0.0,2023-03-13,Algiers,36.75,3.06,3
2023-03-14,19.6,9.9,0.0,2023-03-14,Algiers,36.75,3.06,3
2023-03-15,19.9,8.1,0.0,2023-03-15,Algiers,36.75,3.06,3
2023-03-16,19.6,8.0,0.0,2023-03-16,Algiers,36.75,3.06,3
2023-03-17,21.0,12.1,0.0,2023-03-17,Algiers,36.75,3.06,3
2023-03-18,16.7,11.1,7.1,2023-03-18,Algiers,36.75,3.06,3
2023-03-19,16.3,11.6,2.1,2023-03-19,Algiers,36.75,3.06,3
2023-03-20,16.4,10.4,2.2,2023-03-20,Algiers,36.75,3.06,3
2023-03-21,16.5,8.5,0.0,2023-03-21,Algiers,36.75,3.06,3
2023-03-22,18.5,6.5,0.0,2023-03-22,Algiers,36.75,3.06,3
2023-03-23,22.5,10.8,0.0,2023-03-23,Algiers,36.75,3.06,3
2023-03-24,23.0,10.1,0.0,2023-03-24,Algiers,36.75,3.06,3
2023-03-25,23.2,9.7,0.0,2023-03-25,Algiers,36.75,3.06,3
2023-03-26,23.6,10.2,0.0,2023-03-26,Algiers,36.75,3.06,3
2023-03-27,18.7,11.2,0.0,2023-03-27,Algiers,36.75,3.06,3
2023-03-28,18.0,8.5,0.0,2023-03-28,Algiers,36.75,3.06,3
2023-03-29,20.6,10.0,0.0,2023-03-29,Algiers,36.75,3.06,3
2023-03-30,22.9,11.7,0.0,2023-03-30,Algiers,36.75,3.06,3
2023-03-31,26.1,11.0,0.0,2023-03-31,Algiers,36.75,3.06,3
2023-04-01,21.9,14.2,0.0,2023-04-01,Algiers,36.75,3.06,4
2023-04-02,16.7,10.8,7.2,2023-04-02,Algiers,36.75,3.06,4
2023-04-03,17.7,8.6,0.2,2023-04-03,Algiers,36.75,3.06,4
2023-04-04,18.1,7.0,0.0,2023-04-04,Algiers,36.75,3.06,4
2023-04-05,17.8,7.5,0.0,2023-04-05,Algiers,36.75,3.06,4
2023-04-06,17.5,6.2,0.0,2023-04-06,Algiers,36.75,3.06,4
2023-04-07,17.6,8.5,0.0,2023-04-07,Algiers,36.75,3.06,4
2023-04-08,21.7,9.3,0.0,2023-04-08,Algiers,36.75,3.06,4
2023-04-09,19.8,8.6,0.0,2023-04-09,Algiers,36.75,3.06,4
2023-04-10,22.1,8.8,0.0,2023-04-10,Algiers,36.75,3.06,4
2023-04-11,23.4,11.3,0.0,2023-04-11,Algiers,36.75,3.06,4
2023-04-12,26.5,12.1,0.0,2023-04-12,Algiers,36.75,3.06,4
2023-04-13,18.3,12.4,1.6,2023-04-13,Algiers,36.75,3.06,4
2023-04-14,21.5,9.4,0.0,2023-04-14,Algiers,36.75,3.06,4
2023-04-15,22.3,11.5,0.0,2023-04-15,Algiers,36.75,3.06,4
2023-04-16,18.3,12.4,0.0,2023-04-16,Algiers,36.75,3.06,4
2023-04-17,19.0,9.4,0.0,2023-04-17,Algiers,36.75,3.06,4
2023-04-18,18.5,11.3,0.0,2023-04-18,Algiers,36.75,3.06,4
2023-04-19,19.5,12.8,0.3,2023-04-19,Algiers,36.75,3.06,4
2023-04-20,19.1,13.4,0.4,2023-04-20,Algiers,36.75,3.06,4
2023-04-21,19.8,10.4,0.0,2023-04-21,Algiers,36.75,3.06,4
2023-04-22,22.7,12.1,0.0,2023-04-22,Algiers,36.75,3.06,4
2023-04-23,23.4,12.3,0.0,2023-04-23,Algiers,36.75,3.06,4
2023-04-24,25.7,14.1,0.0,2023-04-24,Algiers,36.75,3.06,4
2023-04-25,27.4,11.8,0.0,2023-04-25,Algiers,36.75,3.06,4
2023-04-26,26.9,13.3,0.0,2023-04-26,Algiers,36.75,3.06,4
2023-04-27,27.3,12.8,0.0,2023-04-27,Algiers,36.75,3.06,4
2023-04-28,29.7,14.9,0.0,2023-04-28,Algiers,36.75,3.06,4
2023-04-29,31.2,20.1,0.0,2023-04-29,Algiers,36.75,3.06,4
2023-04-30,24.0,17.0,0.0,2023-04-30,Algiers,36.75,3.06,4
2023-05-01,23.5,15.9,0.0,2023-05-01,Algiers,36.75,3.06,5
2023-05-02,24.9,12.3,0.0,2023-05-02,Algiers,36.75,3.06,5
2023-05-03,22.0,12.9,0.0,2023-05-03,Algiers,36.75,3.06,5
2023-05-04,24.8,14.1,0.0,2023-05-04,Algiers,36.75,3.06,5
2023-05-05,23.6,14.0,0.0,2023-05-05,Algiers,36.75,3.06,5
2023-05-06,26.8,16.5,0.0,2023-05-06,Algiers,36.75,3.06,5
2023-05-07,21.0,17.7,1.3,2023-05-07,Algiers,36.75,3.06,5
2023-05-08,22.9,14.4,0.0,2023-05-08,Algiers,36.75,3.06,5
2023-05-09,24.8,12.8,0.0,2023-05-09,Algiers,36.75,3.06,5
2023-05-10,22.5,16.7,0.0,2023-05-10,Algiers,36.75,3.06,5
2023-05-11,21.7,16.4,4.0,2023-05-11,Algiers,36.75,3.06,5
2023-05-12,21.6,14.6,0.0,2023-05-12,Algiers,36.75,3.06,5
2023-05-13,17.9,14.6,18.2,2023-05-13,Algiers,36.75,3.06,5
2023-05-14,18.7,12.4,9.2,2023-05-14,Algiers,36.75,3.06,5
2023-05-15,21.4,13.1,7.5,2023-05-15,Algiers,36.75,3.06,5
2023-05-16,22.6,12.2,1.2,2023-05-16,Algiers,36.75,3.06,5
2023-05-17,20.1,11.1,2.2,2023-05-17,Algiers,36.75,3.06,5
2023-05-18,19.4,14.3,1.1,2023-05-18,Algiers,36.75,3.06,5
2023-05-19,18.7,14.6,4.2,2023-05-19,Algiers,36.75,3.06,5
2023-05-20,19.0,12.4,7.6,2023-05-20,Algiers,36.75,3.06,5
2023-05-21,20.9,10.0,0.0,2023-05-21,Algiers,36.75,3.06,5
2023-05-22,21.7,15.2,0.5,2023-05-22,Algiers,36.75,3.06,5
2023-05-23,21.4,16.6,8.6,2023-05-23,Algiers,36.75,3.06,5
2023-05-24,20.8,15.7,3.6,2023-05-24,Algiers,36.75,3.06,5
2023-05-25,21.1,15.4,11.2,2023-05-25,Algiers,36.75,3.06,5
2023-05-26,22.7,14.7,0.0,2023-05-26,Algiers,36.75,3.06,5
2023-05-27,27.8,17.3,0.5,2023-05-27,Algiers,36.75,3.06,5
2023-05-28,22.4,17.3,14.0,2023-05-28,Algiers,36.75,3.06,5
2023-05-29,21.4,15.9,2.5,2023-05-29,Algiers,36.75,3.06,5
2023-05-30,21.9,13.7,3.1,2023-05-30,Algiers,36.75,3.06,5
2023-05-31,22.5,15.5,8.5,2023-05-31,Algiers,36.75,3.06,5
2023-06-01,23.2,13.4,0.0,2023-06-01,Algiers,36.75,3.06,6
2023-06-02,23.1,16.8,0.0,2023-06-02,Algiers,36.75,3.06,6
2023-06-03,18.9,16.9,36.2,2023-06-03,Algiers,36.75,3.06,6
2023-06-04,22.9,15.1,0.0,2023-06-04,Algiers,36.75,3.06,6
2023-06-05,22.4,16.5,0.1,2023-06-05,Algiers,36.75,3.06,6
2023-06-06,23.2,15.4,0.0,2023-06-06,Algiers,36.75,3.06,6
2023-06-07,24.5,18.1,0.0,2023-06-07,Algiers,36.75,3.06,6
2023-06-08,25.9,17.9,0.0,2023-06-08,Algiers,36.75,3.06,6
2023-06-09,24.7,19.2,5.5,2023-06-09,Algiers,36.75,3.06,6
2023-06-10,26.3,17.6,0.0,2023-06-10,Algiers,36.75,3.06,6
2023-06-11,28.0,16.6,0.0,2023-06-11,Algiers,36.75,3.06,6
2023-06-12,25.9,19.0,2.3,2023-06-12,Algiers,36.75,3.06,6
2023-06-13,27.4,19.4,1.4,2023-06-13,Algiers,36.75,3.06,6
2023-06-14,24.5,18.3,1.4,2023-06-14,Algiers,36.75,3.06,6
2023-06-15,26.4,17.5,0.0,2023-06-15,Algiers,36.75,3.06,6
2023-06-16,27.8,17.8,0.0,2023-06-16,Algiers,36.75,3.06,6
2023-06-17,27.6,18.0,0.0,2023-06-17,Algiers,36.75,3.06,6
2023-06-18,31.7,18.8,0.0,2023-06-18,Algiers,36.75,3.06,6
2023-06-19,34.0,21.1,0.0,2023-06-19,Algiers,36.75,3.06,6
2023-06-20,26.0,20.4,0.1,2023-06-20,Algiers,36.75,3.06,6
2023-06-21,27.0,20.0,0.0,2023-06-21,Algiers,36.75,3.06,6
2023-06-22,27.8,20.6,0.0,2023-06-22,Algiers,36.75,3.06,6
2023-06-23,25.6,20.9,0.0,2023-06-23,Algiers,36.75,3.06,6
2023-06-24,27.0,20.3,0.0,2023-06-24,Algiers,36.75,3.06,6
2023-06-25,27.4,17.0,0.0,2023-06-25,Algiers,36.75,3.06,6
2023-06-26,27.0,18.7,0.0,2023-06-26,Algiers,36.75,3.06,6
2023-06-27,29.8,19.4,0.0,2023-06-27,Algiers,36.75,3.06,6
2023-06-28,31.4,19.5,0.0,2023-06-28,Algiers,36.75,3.06,6
2023-06-29,30.7,18.1,0.0,2023-06-29,Algiers,36.75,3.06,6
2023-06-30,29.7,20.8,0.0,2023-06-30,Algiers,36.75,3.06,6
2023-07-01,27.0,21.6,0.0,2023-07-01,Algiers,36.75,3.06,7
2023-07-02,27.4,19.8,0.0,2023-07-02,Algiers,36.75,3.06,7
2023-07-03,28.5,19.3,0.0,2023-07-03,Algiers,36.75,3.06,7
2023-07-04,31.5,19.2,0.0,2023-07-04,Algiers,36.75,3.06,7
2023-07-05,29.5,19.1,0.0,2023-07-05,Algiers,36.75,3.06,7
2023-07-06,31.2,21.5,0.0,2023-07-06,Algiers,36.75,3.06,7
2023-07-07,30.9,21.3,0.0,2023-07-07,Algiers,36.75,3.06,7
2023-07-08,31.4,23.1,0.0,2023-07-08,Algiers,36.75,3.06,7
2023-07-09,31.9,21.4,0.0,2023-07-09,Algiers,36.75,3.06,7
2023-07-10,40.8,23.9,0.0,2023-07-10,Algiers,36.75,3.06,7
2023-07-11,45.0,27.0,0.0,2023-07-11,Algiers,36.75,3.06,7
2023-07-12,37.3,26.2,0.0,2023-07-12,Algiers,36.75,3.06,7
2023-07-13,33.7,23.0,0.0,2023-07-13,Algiers,36.75,3.06,7
2023-07-14,30.7,23.5,0.0,2023-07-14,Algiers,36.75,3.06,7
2023-07-15,32.5,22.3,0.0,2023-07-15,Algiers,36.75,3.06,7
2023-07-16,32.3,22.9,0.0,2023-07-16,Algiers,36.75,3.06,7
2023-07-17,43.0,23.3,0.0,2023-07-17,Algiers,36.75,3.06,7
2023-07-18,44.4,25.2,0.0,2023-07-18,Algiers,36.75,3.06,7
2023-07-19,36.8,25.2,0.0,2023-07-19,Algiers,36.75,3.06,7
2023-07-20,37.1,22.8,0.0,2023-07-20,Algiers,36.75,3.06,7
2023-07-21,36.6,24.7,0.0,2023-07-21,Algiers,36.75,3.06,7
2023-07-22,34.5,25.0,0.0,2023-07-22,Algiers,36.75,3.06,7
2023-07-23,47.4,24.4,0.0,2023-07-23,Algiers,36.75,3.06,7
2023-07-24,38.1,26.2,0.0,2023-07-24,Algiers,36.75,3.06,7
2023-07-25,32.9,25.5,0.0,2023-07-25,Algiers,36.75,3.06,7
2023-07-26,32.1,24.3,0.0,2023-07-26,Algiers,36.75,3.06,7
2023-07-27,31.7,23.9,0.0,2023-07-27,Algiers,36.75,3.06,7
2023-07-28,31.1,24.7,0.0,2023-07-28,Algiers,36.75,3.06,7
2023-07-29,32.0,24.1,0.0,2023-07-29,Algiers,36.75,3.06,7
2023-07-30,31.0,23.5,0.0,2023-07-30,Algiers,36.75,3.06,7
2023-07-31,31.1,23.8,0.0,2023-07-31,Algiers,36.75,3.06,7
2023-08-01,32.7,21.9,0.0,2023-08-01,Algiers,36.75,3.06,8
2023-08-02,33.1,21.0,0.0,2023-08-02,Algiers,36.75,3.06,8
2023-08-03,35.0,22.2,0.0,2023-08-03,Algiers,36.75,3.06,8
2023-08-04,29.4,22.5,1.9,2023-08-04,Algiers,36.75,3.06,8
2023-08-05,29.0,19.7,0.0,2023-08-05,Algiers,36.75,3.06,8
2023-08-06,29.1,19.8,0.0,2023-08-06,Algiers,36.75,3.06,8
2023-08-07,28.9,22.7,0.0,2023-08-07,Algiers,36.75,3.06,8
2023-08-08,30.6,21.7,0.0,2023-08-08,Algiers,36.75,3.06,8
2023-08-09,30.9,19.9,0.0,2023-08-09,Algiers,36.75,3.06,8
2023-08-10,34.9,19.8,0.0,2023-08-10,Algiers,36.75,3.06,8
2023-08-11,31.4,21.6,0.0,2023-08-11,Algiers,36.75,3.06,8
2023-08-12,29.6,21.7,0.0,2023-08-12,Algiers,36.75,3.06,8
2023-08-13,29.8,22.0,0.0,2023-08-13,Algiers,36.75,3.06,8
2023-08-14,33.1,21.4,0.0,2023-08-14,Algiers,36.75,3.06,8
2023-08-15,33.3,20.9,0.0,2023-08-15,Algiers,36.75,3.06,8
2023-08-16,35.6,22.9,0.0,2023-08-16,Algiers,36.75,3.06,8
2023-08-17,33.2,22.2,0.0,2023-08-17,Algiers,36.75,3.06,8
2023-08-18,33.6,21.3,0.0,2023-08-18,Algiers,36.75,3.06,8
2023-08-19,33.0,19.9,0.0,2023-08-19,Algiers,36.75,3.06,8
2023-08-20,29.6,21.6,0.0,2023-08-20,Algiers,36.75,3.06,8
2023-08-21,29.5,21.6,0.0,2023-08-21,Algiers,36.75,3.06,8
2023-08-22,31.4,21.4,0.0,2023-08-22,Algiers,36.75,3.06,8
2023-08-23,33.0,21.8,0.0,2023-08-23,Algiers,36.75,3.06,8
2023-08-24,30.7,20.3,0.0,2023-08-24,Algiers,36.75,3.06,8
2023-08-25,31.3,22.1,0.0,2023-08-25,Algiers,36.75,3.06,8
2023-08-26,35.2,20.9,0.0,2023-08-26,Algiers,36.75,3.06,8
2023-08-27,35.9,22.7,0.1,2023-08-27,Algiers,36.75,3.06,8
2023-08-28,28.5,19.7,0.0,2023-08-28,Algiers,36.75,3.06,8
2023-08-29,30.0,18.5,0.0,2023-08-29,Algiers,36.75,3.06,8
2023-08-30,28.3,17.7,0.0,2023-08-30,Algiers,36.75,3.06,8
2023-08-31,28.2,19.6,0.1,2023-08-31,Algiers,36.75,3.06,8
2023-09-01,29.8,19.2,0.0,2023-09-01,Algiers,36.75,3.06,9
2023-09-02,28.2,20.1,0.5,2023-09-02,Algiers,36.75,3.06,9
2023-09-03,34.9,22.7,0.2,2023-09-03,Algiers,36.75,3.06,9
2023-09-04,35.2,23.2,0.0,2023-09-04,Algiers,36.75,3.06,9
2023-09-05,29.2,22.9,0.0,2023-09-05,Algiers,36.75,3.06,9
2023-09-06,27.3,22.2,0.3,2023-09-06,Algiers,36.75,3.06,9
2023-09-07,27.3,18.9,0.0,2023-09-07,Algiers,36.75,3.06,9
2023-09-08,27.3,18.6,0.0,2023-09-08,Algiers,36.75,3.06,9
2023-09-09,27.9,18.6,0.0,2023-09-09,Algiers,36.75,3.06,9
2023-09-10,30.7,18.9,0.0,2023-09-10,Algiers,36.75,3.06,9
2023-09-11,30.4,21.4,0.0,2023-09-11,Algiers,36.75,3.06,9
2023-09-12,28.5,21.9,0.5,2023-09-12,Algiers,36.75,3.06,9
2023-09-13,29.1,22.8,0.9,2023-09-13,Algiers,36.75,3.06,9
2023-09-14,31.2,21.8,0.0,2023-09-14,Algiers,36.75,3.06,9
2023-09-15,35.0,21.5,0.0,2023-09-15,Algiers,36.75,3.06,9
2023-09-16,33.4,22.5,0.0,2023-09-16,Algiers,36.75,3.06,9
2023-09-17,40.8,21.0,0.0,2023-09-17,Algiers,36.75,3.06,9
2023-09-18,30.2,22.7,0.3,2023-09-18,Algiers,36.75,3.06,9
2023-09-19,28.3,22.4,1.5,2023-09-19,Algiers,36.75,3.06,9
2023-09-20,29.5,20.9,0.7,2023-09-20,Algiers,36.75,3.06,9
2023-09-21,30.0,18.8,0.0,2023-09-21,Algiers,36.75,3.06,9
2023-09-22,28.9,18.2,0.4,2023-09-22,Algiers,36.75,3.06,9
2023-09-23,26.8,18.3,0.7,2023-09-23,Algiers,36.75,3.06,9
2023-09-24,26.4,17.2,0.0,2023-09-24,Algiers,36.75,3.06,9
2023-09-25,25.9,18.3,0.0,2023-09-25,Algiers,36.75,3.06,9
2023-09-26,25.8,16.3,0.0,2023-09-26,Algiers,36.75,3.06,9
2023-09-27,25.7,16.9,0.0,2023-09-27,Algiers,36.75,3.06,9
2023-09-28,26.5,15.9,0.0,2023-09-28,Algiers,36.75,3.06,9
2023-09-29,26.4,17.6,0.0,2023-09-29,Algiers,36.75,3.06,9
2023-09-30,26.4,16.6,0.0,2023-09-30,Algiers,36.75,3.06,9
2023-10-01,28.8,17.9,0.0,2023-10-01,Algiers,36.75,3.06,10
2023-10-02,28.7,19.3,0.0,2023-10-02,Algiers,36.75,3.06,10
2023-10-03,27.9,19.0,0.0,2023-10-03,Algiers,36.75,3.06,10
2023-10-04,26.2,20.8,0.0,2023-10-04,Algiers,36.75,3.06,10
2023-10-05,27.2,18.2,0.0,2023-10-05,Algiers,36.75,3.06,10
2023-10-06,29.0,19.4,0.0,2023-10-06,Algiers,36.75,3.06,10
2023-10-07,27.0,17.1,0.0,2023-10-07,Algiers,36.75,3.06,10
2023-10-08,25.1,16.0,0.0,2023-10-08,Algiers,36.75,3.06,10
2023-10-09,25.7,16.0,0.0,2023-10-09,Algiers,36.75,3.06,10
2023-10-10,26.6,16.3,0.0,2023-10-10,Algiers,36.75,3.06,10
2023-10-11,28.1,16.8,0.0,2023-10-11,Algiers,36.75,3.06,10
2023-10-12,28.5,17.6,0.0,2023-10-12,Algiers,36.75,3.06,10
2023-10-13,30.3,17.4,0.0,2023-10-13,Algiers,36.75,3.06,10
2023-10-14,29.2,16.4,0.0,2023-10-14,Algiers,36.75,3.06,10
2023-10-15,27.7,17.3,0.0,2023-10-15,Algiers,36.75,3.06,10
2023-10-16,28.3,16.3,0.0,2023-10-16,Algiers,36.75,3.06,10
2023-10-17,35.2,19.7,0.0,2023-10-17,Algiers,36.75,3.06,10
2023-10-18,28.9,19.2,0.0,2023-10-18,Algiers,36.75,3.06,10
2023-10-19,31.5,18.7,0.0,2023-10-19,Algiers,36.75,3.06,10
2023-10-20,24.8,18.5,0.6,2023-10-20,Algiers,36.75,3.06,10
2023-10-21,23.6,16.2,0.2,2023-10-21,Algiers,36.75,3.06,10
2023-10-22,31.3,14.9,0.0,2023-10-22,Algiers,36.75,3.06,10
2023-10-23,28.2,18.7,0.1,2023-10-23,Algiers,36.75,3.06,10
2023-10-24,24.0,18.1,3.2,2023-10-24,Algiers,36.75,3.06,10
2023-10-25,23.8,16.2,0.0,2023-10-25,Algiers,36.75,3.06,10
2023-10-26,26.7,17.9,0.0,2023-10-26,Algiers,36.75,3.06,10
2023-10-27,25.7,20.8,0.5,2023-10-27,Algiers,36.75,3.06,10
2023-10-28,24.7,15.1,0.0,2023-10-28,Algiers,36.75,3.06,10
2023-10-29,24.3,14.2,0.0,2023-10-29,Algiers,36.75,3.06,10
2023-10-30,25.0,16.3,0.0,2023-10-30,Algiers,36.75,3.06,10
2023-10-31,23.4,16.6,1.0,2023-10-31,Algiers,36.75,3.06,10
2023-11-01,23.4,16.7,0.3,2023-11-01,Algiers,36.75,3.06,11
2023-11-02,28.2,14.7,0.0,2023-11-02,Algiers,36.75,3.06,11
2023-11-03,20.6,16.0,3.2,2023-11-03,Algiers,36.75,3.06,11
2023-11-04,24.7,15.2,0.1,2023-11-04,Algiers,36.75,3.06,11
2023-11-05,21.6,14.9,0.2,2023-11-05,Algiers,36.75,3.06,11
2023-11-06,22.1,13.2,0.1,2023-11-06,Algiers,36.75,3.06,11
2023-11-07,20.2,12.7,7.2,2023-11-07,Algiers,36.75,3.06,11
2023-11-08,19.8,10.3,0.0,2023-11-08,Algiers,36.75,3.06,11
2023-11-09,21.3,11.4,2.9,2023-11-09,Algiers,36.75,3.06,11
2023-11-10,22.1,11.1,0.0,2023-11-10,Algiers,36.75,3.06,11
2023-11-11,23.2,13.9,0.0,2023-11-11,Algiers,36.75,3.06,11
